ID,term,concept,source,source_type,retrieval_date,hyperlink,definition,def_clean,source_work_title,source_book_title,source_work_url,def_ID,cluster,cluster_name
IGI_anonymity_15,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,Withholding identifiable information about oneself from others.,withholding identifiable information oneself others,Identity Theories and Technology,Handbook of Research on Technoself: Identity in a Technological Society,https://www.igi-global.com/book/handbook-research-technoself/67420,anonymity_7,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_16,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,"The property of not being identifiable that is personal identity, or personally identifiable information of that person that can be used to identify that person is not known.",property identifiable personal identity personally identifiable information person can used identify person known,Information Security and Privacy in Medical Application Scenario,Handbook of Research on Advances in Health Informatics and Electronic Healthcare Applications: Global Adoption and Impact of Information Communication Technologies,https://www.igi-global.com/book/handbook-research-advances-health-informatics/441,anonymity_8,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_17,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,Anonymity is when agents’ actions and data are anonymous for hosts and other agents,anonymity agents actions data anonymous hosts agents,Security of Mobile Code,Handbook of Research on Wireless Security,https://www.igi-global.com/book/handbook-research-wireless-security/522,anonymity_9,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_18,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,"Authenticating without disclosure of identity, thereby providing privacy of one’s identity.",authenticating without disclosure identity thereby providing privacy one s identity,Trends in Government e-Authentication: Policy and Practice,"Handbook of Research on E-Government in Emerging Economies: Adoption, E-Participation, and Legal Frameworks",https://www.igi-global.com/book/handbook-research-government-emerging-economies/59737,anonymity_10,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_2,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,The quality of being unknown or unacknowledged.,quality unknown unacknowledged,"Cyberbullying: Definition, Behaviors, Correlates, and Adjustment Problems","Encyclopedia of Information Science and Technology, Fifth Edition",NA,anonymity_11,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_21,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,"Anonymity is the state of not being known by any name. Anonymity is defined as freedom from identification and implies lack of distinctiveness. An unnamed person is someone, who is unacknowledged as the doer of something because of a lack of distinctive features.",anonymity state known name anonymity defined freedom identification implies lack distinctiveness unnamed person someone unacknowledged doer something lack distinctive features,Cyber-Identities and Social Life in Cyberspace,Handbook of Research on Social Software and Developing Community Ontologies,https://www.igi-global.com/book/handbook-research-social-software-developing/503,anonymity_12,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_23,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,"As used in this chapter, the condition wherein an online commentator's actual identity is not made available. In addition to pure anonymity, where no identifying information is provided, this also would include situations where the commentator uses a pseudonym or an avatar for self-representation.",used chapter condition wherein online commentator s actual identity made available addition pure anonymity identifying information provided also include situations commentator uses pseudonym avatar self representation,Troll Farm: Anonymity as a Weapon for Online Character Assassination,Developing Safer Online Environments for Children: Tools and Policies for Combatting Cyber Aggression,https://www.igi-global.com/book/developing-safer-online-environments-children/233930,anonymity_13,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_24,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,The condition of being able to keep one’s identity private from others when engaged in a transaction.,condition able keep one s identity private others engaged transaction,Business Ethics in the Information Age: The Transformations and Challenges of E-Business,Handbook of Research on Business Ethics and Corporate Responsibilities,https://www.igi-global.com/book/handbook-research-business-ethics-corporate/118245,anonymity_14,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_25,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,"The property that a user cannot be identified within the total user population, nor her interactions be tracked.",property user identified within total user population interactions tracked,Privacy-Enhancing Technologies,Handbook of Research on Social and Organizational Liabilities in Information Security,https://www.igi-global.com/book/handbook-research-social-organizational-liabilities/500,anonymity_15,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_26,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,"‘Anonymity is guaranteed in a research project when neither the researchers nor the readers of the findings can link a given response with a given respondent’ ( Babbie, 2020 ).",anonymity guaranteed research project neither researchers readers findings can link given response given respondent babbie 2020,Research Ethics Among Undergraduates of the Social Sciences,Methodologies and Ethics for Social Sciences Research,https://www.igi-global.com/book/methodologies-ethics-social-sciences-research/329952,anonymity_16,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_27,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,A condition in which the identity of individual subjects is not known to researchers.,condition identity individual subjects known researchers,The Effects of Culture and Data Collection Mode on Socially Desirable Distortion and Confidentiality Concerns in Survey Research,Handbook of Research on Social and Organizational Dynamics in the Digital Era,https://www.igi-global.com/book/handbook-research-social-organizational-dynamics/218547,anonymity_17,1,"Equity, Diversity, and Inclusion"
IGI_anonymity_3,Anonymity,Anonymity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-29,https://www.igi-global.com/dictionary/anonymity/1226,Restraining oneself from revealing their true identity.,restraining oneself revealing true identity,"Digital Terrorism Attack: Types, Effects, and Prevention","Critical Concepts, Standards, and Techniques in Cyber Forensics",NA,anonymity_18,1,"Equity, Diversity, and Inclusion"
